순번,현장명,공정률,공사규모,재해일자,발생형태,기인물(대),기인물(중),기인물(소),기인물상세,소업종명,규모,직종,연령,성별,근속기간,재해요일,재해시간,재해개요,시설물(대),근로자수
155,Seongnam Pangyo A5-1BL Apartment Construction Section 1,Less than 50 to 60%,Less than 20 billion to 30 billion won,20080329,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,fat,scaffolding,Architectural construction work,100 ~ 199 people,unclassifiable,58,other,less than 1 month,Saturday,09:00,"The above person is a waterproofing engineer belonging to Hyojin Construction Co., Ltd., a waterproofing work partner of Onbit Construction Co., Ltd.'s Pangyo Apartment A5-1BL Apartment Construction Site, Section 1. On Saturday, March 29, 2008, around 09:50, a pin was placed on the wall of the basement parking lot in Building 518. The accident occurred when he lost his balance and fell (presumed) to the parking lot floor while working on a mobile scaffolding (footprint height 1.5m) to remove , hospitalized)",Residential and commercial facilities,179
156,Gyeongsan Jinryang Apartment Construction Section 1,Less than 50 to 60%,Less than 5 billion to 10 billion won,20080304,fall,"Buildings, structures and surfaces",ends and openings,end,end,Architectural construction work,less than 5 people,Construction-related technicians,49,other,3 months to less than 4 months,tuesday,11 o'clock,"2008.03.04. At around 11:50, the victim *** called the hoist operator on the 13th floor of Building 101 at the APT construction site in Zone 1, Gyeongsan Jinryang District. While the hoist was going up, the deceased opened the hoist floor on the 13th floor and used the rear carrier for work. It was a disaster in which a person fell and died while moving to the entrance door.",Residential and commercial facilities,0
157,Daegu Wolseong Prugio new construction,Less than 80 ~ 90%,More than 100 billion won,20080314,fall,"Buildings, structures and surfaces",stairs and ladders,ladder,stationary ladder,Architectural construction work,500 ~ 999 people,Technicians and related technical workers,45,other,less than 1 month,friday,16:00,"On the 2nd basement level of Building 107 at the Wolseong Prugio Apartment construction site, the deceased measured the length of the section where the wire piping would be installed on the equipment tray work platform to extend the exposed piping for the outlet installed inside the machine room, and then used a fixed ladder with a height of 3.8 m. While coming down, he lost his balance and fell, hitting his head on the corner of the concrete foundation of the machine. He was taken to the hospital and died while receiving treatment.",Residential and commercial facilities,802
158,"Jinheung W-PARK Apartment new construction in Sangha-dong, Giheung-gu, Yongin-si, Gyeonggi-do",Less than 80 ~ 90%,More than 100 billion won,20080408,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,fat,scaffolding,Architectural construction work,500 ~ 999 people,unclassifiable,29,other,less than 1 month,tuesday,16:00,"Around 16:10 on April 8, 2008, while welding the horizontal connecting member on the upper part of the lightweight steel frame of the underground water tank at the Jinheung Double Park apartment construction site in Sangha-dong, Giheung-gu, Yongin-si, Gyeonggi-do, while coming down from the mobile scaffolding (1st stage) to receive materials, he fell from a height of 1.8m. He crashed and died in the 119 ambulance at around 16:35 while being transported to a medical institution by 119 ambulance.",Residential and commercial facilities,617
159,Beomeo 1st World Meridien new construction,over 90,Less than 30 billion to 50 billion won,20080222,Traffic accident at work,unclassifiable,unclassifiable,unclassifiable,unclassifiable,Architectural construction work,100 ~ 199 people,plumber,57,other,2 months to less than 3 months,friday,16:00,"At the new construction site of Beomeo 1st World Meridien in Beomeo-dong, Suseong-gu, Daegu, ***, a member of the partner company Janghan Construction, moved a rainwater pipe to the manhole location with fellow workers, and then followed Baekho-woo, who was moving to install the same rainwater pipe, to maintain balance. Died after being crushed by the tires of a suddenly reversing backhoe.",Residential and commercial facilities,191
160,Cheongju Bunpyeong Gyeryong Richville Apartment Construction (Complex 1),Less than 70 to 80%,Less than 30 billion to 50 billion won,20080205,hit by object,Equipment/Machines,"Transportation, lifting equipment and machinery",fork lift,fork lift,Architectural construction work,200 ~ 299 people,unclassifiable,48,other,2 months to less than 3 months,tuesday,08:00,"- At around 08:40 on Tuesday, February 5, 2008, while unloading materials (plywood) from a truck bed using a forklift at the “Cheongju Bunpyeong Gyeryong Richeville Apartment Construction Site (Complex 1)” located in Bunpyeong-dong, Cheongju, the material was caught on a fork and dragged. (Plywood: bundle: 0.7 tons) fell from a loading dock and struck the victims.",Residential and commercial facilities,284
161,Siheung Neunggok 14 Block Unam Apartment Construction,Less than 60 ~ 70%,Less than 50 billion to 100 billion won,20080122,fall,"Buildings, structures and surfaces",stairs and ladders,ladder,portable ladder,Architectural construction work,300 ~ 499 people,Technical occupations related to electricity and electronics,54,other,3 months to less than 4 months,tuesday,15 o'clock,"At around 15:30 p.m. on Tuesday, January 22, 2008, the injured person was using a type A aluminum ladder to remove ceiling insulation Styrofoam with a co-worker (No Dae-gwan) to install an electrical box in room 1301 of building 1406 at a new apartment building site. Due to a shortage of (urethane), materials were brought in from elsewhere for a while, but the ladder was collapsed and the victim was bleeding and unconscious. He was transported to Incheon Gil Hospital via nearby Yeonsung Hospital and died the next day.",Residential and commercial facilities,337
162,Gwangyang Songbo 2nd Apartment Construction,Less than 60 ~ 70%,Less than 12 billion to 15 billion won,20080401,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,fat,moon scaffolding,Architectural construction work,50 to 99 people,Architectural finishing related skills,47,other,less than 1 month,tuesday,10 o'clock,"At around 10:30 a.m. on April 1, 2008, while working to secure the exterior wall by climbing a rope between the 24th and 25th floors of Building 201 at the above construction site, the rope tied to the upper part of the rooftop suddenly became loose, and he fell down and died on the spot. It was an accident.",Residential and commercial facilities,64
163,Yangsan Woongsang Shinwon Morning City Apartment Construction,over 90,Less than 50 billion to 100 billion won,20080314,fall,"Buildings, structures and surfaces",ends and openings,end,end,Architectural construction work,300 ~ 499 people,Technical occupations related to electricity and electronics,32,other,3 to less than 4 years,friday,17:00,"At the time of the disaster mentioned above, the deceased tried to enter room 1905 of building 107 to deliver and install electronic products at the Shinwon Morning City Apartment construction site located in Lot 4-5, Junam Housing Site, Soju-dong, Yangsan-si, Gyeongsangnam-do, but the door was locked, so he had to use the veranda of room 1903, the room next door. While trying to cross the bridge, he fell to the first floor and died while being transported to Jo Eun Hyundai Hospital.",Residential and commercial facilities,314
164,Eunpyeong New Town District 1 (Section B) Apartment Construction Work,Less than 80 ~ 90%,More than 100 billion won,20080410,fall,"Buildings, structures and surfaces",ends and openings,opening,floor opening,Architectural construction work,500 ~ 999 people,Simple construction and mining workers,48,other,less than 1 month,thursday,19:00,"2008.4.10. At around 19:30, at the construction site of Eunpyeong New Town Apartments, while trying to remove waste materials from the upper opening of the parking lot on the side of the first floor (Building 401), he fell to the floor of the first floor (5 meters) and is recovering. April 12, 2008. It was a disaster that resulted in death around 11:05.",Residential and commercial facilities,765
165,Gwanak residential-commercial complex (Uberpolis) new construction,Less than 40 to 50%,Less than 50 billion to 100 billion won,20080429,fall,unclassifiable,unclassifiable,unclassifiable,unclassifiable,Architectural construction work,200 ~ 299 people,Technicians and related technical workers,49,other,less than 1 month,tuesday,15 o'clock,"The victim was ‘08. 4. 29 Around 3 p.m., while installing temporary lights to be used during night work, he slipped and fell 8 meters and died on the spot.",Residential and commercial facilities,209
166,Wonju Dangu-dong Central Hightsville Apartment Construction,Less than 80 ~ 90%,Less than 50 billion to 100 billion won,20080519,fall,Portable and man-powered machinery,manpower machinery,manpower machinery,personnel transport equipment,Architectural construction work,300 ~ 499 people,Architectural finishing related skills,55,other,1 month to less than 2 months,monday,10 o'clock,"2008.5.19. At around 10:00, worker *** finished work on the 6th floor of Building 101, Line 3~4, and tried to move to the 5th floor. However, as the elevator was being used by another process, the worker *** loaded the materials on the rear car and moved up the stairs. The accident occurred when the victim's left lower abdomen hit the handle of the rear car while slipping together and colliding with the wall of the stairs on the 5th floor.",Residential and commercial facilities,429
